Symbol,Market_Cap,EBITDA_Margin,ROA,Debt_Equity,Sector,Sub_Industry,Regulatory_Risk,Contract_Risk,Debt_Risk,Execution_Complexity,IP_Dependence,Carveout_Flag
SDOT,10274213,-0.01599,-0.041810002,23.242,Consumer Defensive,Farm Products,3,2,3,0,0,0
SEAT,566178624,0.11148,0.01657,66.709,Communication Services,Internet Content & Information,3,2,3,0,0,0
SEDG,680701376,-1.49739,-0.24413,115.553,Technology,Solar,2,2,3,0,0,0
SEED,10912809,-0.296,-0.12269,,Basic Materials,Agricultural Inputs,3,2,3,0,0,0
SEIC,9018527744,0.28107,0.13214,1.427,Financial Services,Asset Management,3,2,1,0,0,0
SELF,55218100,0.36137,0.02733,34.48,Real Estate,REIT - Specialty,3,2,3,0,0,0
SERA,117133792,0.0,-0.27256,1.757,Healthcare,Medical Devices,4,2,1,0,0,0
SERV,301097280,0.0,-0.33609,1.78,Industrials,Specialty Industrial Machinery,2,2,1,0,0,0
SEZL,1232951680,0.50683,0.33587003,119.44,Financial Services,Credit Services,3,2,3,0,0,0
SFBC,120190056,0.0,0.00467,,Financial Services,Banks - Regional,3,2,3,0,0,0
SEPN,229323296,0.0,-0.17198999,6.065,Healthcare,Biotechnology,4,2,3,0,0,0
SFD,7657841152,0.09603,0.05242,38.686,Consumer Defensive,Farm Products,3,2,3,0,0,0
SFHG,15833000,0.035469998,0.013350001,97.553,Industrials,Specialty Business Services,2,2,3,0,0,0
SFM,15111526400,0.08357,0.09057,127.033,Consumer Defensive,Grocery Stores,3,2,3,0,0,0
SFNC,2250172672,0.0,0.00563,,Financial Services,Banks - Regional,3,2,3,0,0,0
SFST,251944768,0.0,0.0038100001,,Financial Services,Banks - Regional,3,2,3,0,0,0
SGC,167744016,0.06059,0.03147,50.837,Consumer Cyclical,Apparel Manufacturing,3,1,3,0,0,0
SGA,74081968,0.07692,0.00937,7.394,Communication Services,Broadcasting,3,2,3,0,0,0
SFWL,75856456,0.04299,0.03183,52.434,Industrials,Integrated Freight & Logistics,2,2,3,0,0,0
SGD,2474563,0.0,-0.36742002,1195.492,Real Estate,Real Estate - Development,3,2,3,0,0,0
SGHT,116011904,-0.62379,-0.20409,46.116,Healthcare,Medical Devices,4,2,3,0,0,0
SGLY,3060140,-1.73136,-0.17003,,Industrials,Integrated Freight & Logistics,2,2,3,0,0,0
SGMA,6486447,0.01145,-0.00716,118.815,Technology,Electronic Components,2,2,3,0,0,0
SGML,883459968,0.061240003,-0.0080699995,191.454,Basic Materials,Other Industrial Metals & Mining,3,2,3,0,0,0
SGMO,162645104,-1.61317,-0.46051,134.238,Healthcare,Biotechnology,4,2,3,0,0,0
SGMT,71795520,0.0,-0.26488,0.05,Healthcare,Biotechnology,4,2,1,0,0,0
SGRP,26967154,0.0366,0.0589,73.478,Industrials,Specialty Business Services,2,2,3,0,0,0
SHBI,393555968,0.0,0.00717,,Financial Services,Banks - Regional,3,2,3,0,0,0
SHEN,685703744,0.25834998,-0.0058,43.217,Communication Services,Telecom Services,3,2,3,0,0,0
SHC,3004813824,0.45598,0.06762,580.531,Healthcare,Diagnostics & Research,4,2,3,0,0,0
SHFS,6074657,0.0,-1.19191,,Financial Services,Banks - Regional,3,2,3,0,0,0
SHIM,48106100,-0.21757,-0.22636999,,Industrials,Engineering & Construction,2,2,3,0,0,0
SHLS,561660928,0.17808,0.04464,25.838,Technology,Solar,2,2,3,0,0,0
SHIP,111618816,0.52696,0.076620005,98.356,Industrials,Marine Shipping,2,2,3,0,0,0
SHLT,39255860,-0.083500005,-0.04066,25.49,Healthcare,Health Information Services,4,2,3,0,0,0
SHMD,129187200,0.12157,0.03844,,Industrials,Specialty Industrial Machinery,2,2,3,0,0,0
SHOO,1537161728,0.11821,0.11461,17.464,Consumer Cyclical,Footwear & Accessories,3,2,3,0,0,0
SHOP,108570976256,0.14448,0.0618,9.742,Technology,Software - Application,2,3,3,0,1,0
SHOT,31507918,0.0,-2.62237,,Consumer Defensive,Beverages - Non-Alcoholic,3,2,3,0,0,0
SHPH,2596941,0.0,-1.1374099,165.475,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,3,0,0,0
SHYF,281205024,0.03098,0.00467,70.603,Industrials,Farm & Heavy Construction Machinery,2,2,3,0,0,0
SIBN,562503552,-0.18465,-0.0956,22.45,Healthcare,Medical Devices,4,2,3,0,0,0
SIFY,285998752,0.16166,,185.975,Communication Services,Telecom Services,3,2,3,0,0,0
SIEB,121298704,0.0,0.020130001,225.477,Financial Services,Capital Markets,3,2,3,0,0,0
SIGA,422906432,0.50838,0.17542,0.632,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,1,0,0,0
SIGI,5227896832,0.0729,0.01578,17.81,Financial Services,Insurance - Property & Casualty,3,2,3,0,0,0
SIMO,1334464896,0.14884,0.057740003,,Technology,Semiconductors,2,2,3,0,0,0
SILO,4663838,0.0,-0.38805,,Healthcare,Biotechnology,4,2,3,0,0,0
SINT,4854297,-2.38621,-0.39027,103.364,Healthcare,Medical Devices,4,2,3,0,0,0
SION,337992896,0.0,-0.37104,5.85,Healthcare,Biotechnology,4,2,3,0,0,0
SISI,15508206,-0.74035,-0.08497,60.188,Consumer Defensive,Farm Products,3,2,3,0,0,0
SILC,76115024,-0.19047001,-0.05217,5.059,Technology,Communication Equipment,2,2,3,0,0,0
SIRI,6802481152,0.28084,0.040489998,96.749,Communication Services,Entertainment,3,2,3,0,0,0
SITM,3068893952,-0.37467998,-0.07215,0.891,Technology,Semiconductors,2,2,1,0,0,0
SKBL,360497120,0.05436,,325.264,Industrials,Engineering & Construction,2,2,3,0,0,0
SJ,33895180,0.040110003,0.022119999,0.486,Communication Services,Broadcasting,3,2,1,0,0,0
SKIN,125245000,-0.10199001,-0.05246,1096.767,Consumer Defensive,Household & Personal Products,3,2,3,0,0,0
SKK,11562500,0.09222999,-0.02999,494.559,Industrials,Engineering & Construction,2,2,3,0,0,0
SKWD,2103240832,0.14397,0.030350002,15.46,Financial Services,Insurance - Property & Casualty,3,2,3,0,0,0
SKYE,41505964,0.0,-0.44559,0.668,Healthcare,Biotechnology,4,2,1,0,0,0
SKYT,322527072,0.06947,0.012999999,120.898,Technology,Semiconductors,2,2,3,0,0,0
SKYQ,14588000,-0.19783,,146.95,Energy,Oil & Gas Integrated,4,2,3,0,0,0
SLAB,2863793920,-0.20005,-0.0776,1.984,Technology,Semiconductors,2,2,1,0,0,0
SLDB,206906320,0.0,-0.4586,17.616,Healthcare,Biotechnology,4,2,3,0,0,0
SLGL,11421616,-0.95198995,-0.15244001,3.763,Healthcare,Biotechnology,4,2,2,0,0,0
SLDP,185631840,0.0,-0.13420999,2.293,Consumer Cyclical,Auto Parts,3,2,2,0,0,0
SLM,5424705536,0.0,0.020539999,298.177,Financial Services,Credit Services,3,2,3,0,0,0
SLE,3928540,-0.88282996,-0.57028,1503.021,Communication Services,Internet Content & Information,3,2,3,0,0,0
SLN,113339288,-1.13248,-0.19243,0.087,Healthcare,Biotechnology,4,2,1,0,0,0
SLNH,6243250,0.030380001,-0.09413999,50.741,Financial Services,Capital Markets,3,2,3,0,0,0
SLNG,75129048,0.13331,0.01966,13.943,Energy,Oil & Gas Integrated,4,2,3,0,0,0
SLP,517657120,0.1434,0.0195,0.42,Healthcare,Health Information Services,4,2,1,0,0,0
SLNO,2883048448,0.0,-0.45056,21.552,Healthcare,Biotechnology,4,2,3,0,0,0
SLRC,790768896,0.0,0.04217,103.904,Financial Services,Asset Management,3,2,3,0,0,0
SLS,100839840,0.0,-1.5356599,10.576,Healthcare,Biotechnology,4,2,3,0,0,0
SLRN,216526512,0.0,-0.29731,1.594,Healthcare,Biotechnology,4,2,1,0,0,0
SLXN,7162529,0.0,-0.62134,,Healthcare,Biotechnology,4,2,3,0,0,0
SMBC,533411552,0.0,0.010880001,,Financial Services,Banks - Regional,3,2,3,0,0,0
SMCI,19988441088,0.07665,0.12758,31.382,Technology,Computer Hardware,2,2,3,0,0,0
SMMT,14864251904,0.0,-0.41305,1.857,Healthcare,Biotechnology,4,2,1,0,0,0
SMID,155584208,0.14631,0.08623,13.124,Basic Materials,Building Materials,3,2,3,0,0,0
SMSI,13493944,-0.92926,-0.23762,6.296,Technology,Software - Application,2,3,3,0,1,0
SMPL,3664430592,0.18926,0.06531,21.767,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
SMTC,2335594496,0.11611,0.02791,106.196,Technology,Semiconductors,2,2,3,0,0,0
SMTI,256819824,-0.016339999,-0.04501,82.969,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
SMTK,8760933,0.0,-0.73123,8.596,Technology,Semiconductor Equipment & Materials,2,2,3,0,0,0
SMXT,49499316,-0.30556,-0.10176,,Technology,Solar,2,2,3,0,0,0
SNAL,29770960,0.04973,0.03176,173.294,Communication Services,Electronic Gaming & Multimedia,3,2,3,0,1,0
SNCY,543489472,0.18842,0.04072,108.531,Industrials,Airlines,2,2,3,0,0,0
SNDK,4501618176,,,,,,3,2,3,0,0,0
SND,73989896,0.10599,0.0073900004,15.267,Energy,Oil & Gas Equipment & Services,4,2,3,0,0,0
SNDL,352492768,-0.00992,-0.0148599995,13.436,Consumer Defensive,Beverages - Wineries & Distilleries,3,2,3,0,0,0
SNES,2777618,0.0,-0.73893,10.434,Basic Materials,Specialty Chemicals,3,2,3,0,0,0
SNOA,3360780,-0.30881,-0.19723,2.444,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,2,0,0,0
SNPS,62913335296,0.23801,0.06647,7.147,Technology,Software - Infrastructure,2,3,3,0,1,0
SNRE,3308672000,,,,,,3,2,3,0,0,0
SNSE,7940297,0.0,-0.32325,10.017,Healthcare,Biotechnology,4,2,3,0,0,0
SNT,71328600,0.0932,0.03383,1.689,Industrials,Security & Protection Services,2,2,1,0,0,0
SNTG,4348246,0.0,-0.08854,7.265,Financial Services,Credit Services,3,2,3,0,0,0
SNWV,250384688,0.20108,0.12889,,Healthcare,Medical Devices,4,2,3,0,0,0
SNTI,74892672,0.0,-0.31219,66.281,Healthcare,Biotechnology,4,2,3,0,0,0
SNY,121285107712,0.26338,0.04276,23.008,Healthcare,Drug Manufacturers - General,4,2,3,0,0,0
SOFI,11535601664,0.0,0.015039999,49.106,Financial Services,Credit Services,3,2,3,0,0,0
SOGP,9604686,-0.13023,-0.23268999,10.914,Communication Services,Internet Content & Information,3,2,3,0,0,0
SOHO,26220870,0.2194,0.03194,818.237,Real Estate,REIT - Hotel & Motel,3,2,3,0,0,0
SOND,24055428,-0.25280002,-0.074310005,,Consumer Cyclical,Lodging,3,2,3,0,0,0
SONM,8663962,-0.16666001,-0.14837,,Technology,Communication Equipment,2,2,3,0,0,0
SOPA,2566201,-1.52207,-0.37026,242.554,Technology,Software - Application,2,3,3,0,1,0
SONO,986007232,-0.00949,-0.04125,13.675,Technology,Consumer Electronics,2,1,3,0,0,0
SONN,3801468,0.0,-1.33989,2.749,Healthcare,Biotechnology,4,2,2,0,0,0
SOPH,186458768,-0.99170995,-0.23020001,31.122,Healthcare,Health Information Services,4,2,3,0,0,0
SOWG,6439732,-0.0228,-0.02553,63.66,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
SOUN,3271488256,-1.1303099,-0.19818,2.391,Technology,Software - Application,2,3,2,0,1,0
SOTK,55129200,0.06985,0.01887,,Technology,Scientific & Technical Instruments,2,2,3,0,0,0
SPAI,35199504,0.0,-1.06681,6.316,Industrials,Aerospace & Defense,2,2,3,0,0,0
SPCB,20662026,0.13665,0.00715,223.589,Industrials,Security & Protection Services,2,2,3,0,0,0
SPHL,5984600,0.20318002,0.4104,65.825,Consumer Cyclical,Residential Construction,3,2,3,0,0,0
SPFI,510229344,0.0,0.01179,,Financial Services,Banks - Regional,3,2,3,0,0,0
SPNS,1435183360,0.184,0.07769,13.291,Technology,Software - Application,2,3,3,0,1,0
SPOK,305672448,0.17593001,0.056399997,5.669,Healthcare,Health Information Services,4,2,3,0,0,0
SPPL,9060995,-0.8217,-0.42027,104.197,Industrials,Specialty Industrial Machinery,2,2,3,0,0,0
SPRB,12188397,0.0,-0.30351,6.255,Healthcare,Biotechnology,4,2,3,0,0,0
SPRC,2964788,0.0,-0.38854998,0.739,Healthcare,Biotechnology,4,2,1,0,0,0
SPRY,1299106176,-0.0337,-0.0066000004,27.035,Healthcare,Biotechnology,4,2,3,0,0,0
SPRO,32282596,-1.51077,-0.3093,9.316,Healthcare,Biotechnology,4,2,3,0,0,0
SPSC,4947215872,0.20558001,0.05989,1.459,Technology,Software - Application,2,3,1,0,1,0
SPT,1154198016,-0.11652,-0.08688,25.985,Technology,Software - Application,2,3,3,0,1,0
SPTN,646123968,0.02457,0.033069998,149.083,Consumer Defensive,Food Distribution,3,2,3,0,0,0
SPWH,56036548,0.021710001,-0.01042,202.457,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
SRBK,103194680,0.0,0.00039,,Financial Services,Banks - Regional,3,2,3,0,0,0
SRAD,6553164288,0.34385,0.03546,5.024,Technology,Software - Application,2,3,3,0,1,0
SRCE,1318517632,0.0,0.01502,,Financial Services,Banks - Regional,3,2,3,0,0,0
SRM,4589089,-0.89621,,,Consumer Cyclical,Leisure,3,2,3,0,0,0
SRPT,4881684992,0.13449,0.037720002,87.899,Healthcare,Biotechnology,4,2,3,0,0,0
SRRK,2490946560,0.0,-0.40087003,17.667,Healthcare,Biotechnology,4,2,3,0,0,0
SRTS,75548928,0.19923,0.08727,0.865,Healthcare,Medical Devices,4,2,1,0,0,0
SSBI,57736296,0.0,-0.0038299998,,Financial Services,Banks - Regional,3,2,3,0,0,0
SRZN,77891896,-2.506,-0.32645,26.945,Healthcare,Biotechnology,4,2,3,0,0,0
SSBK,312945568,0.0,0.01317,,Financial Services,Banks - Regional,3,2,3,0,0,0
SSKN,10469612,-0.01269,-0.08625,330.632,Healthcare,Medical Devices,4,2,3,0,0,0
SSNC,18475522048,0.32287997,0.04521,109.349,Technology,Software - Application,2,3,3,0,1,0
SSRM,2061836928,0.22666,0.01129,9.236,Basic Materials,Gold,3,2,3,0,0,0
SSP,194345904,0.23249,0.05046,205.209,Communication Services,Broadcasting,3,2,3,0,0,0
STAA,767996480,-0.01739,-0.01546,9.751,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
SSTI,207217408,0.02548,-0.03388,8.358,Technology,Software - Application,2,3,3,0,1,0
SSYS,641735488,-0.03425,-0.037520003,4.047,Technology,Computer Hardware,2,2,3,0,0,0
STAK,12937500,0.16556999,0.103549995,42.473,Energy,Oil & Gas Equipment & Services,4,2,3,0,0,0
STAI,36079772,0.0,,,Industrials,Building Products & Equipment,2,2,3,0,0,0
STEC,33320002,-0.1594,-0.13778,99.172,Technology,Software - Application,2,3,3,0,1,0
STEP,5446512640,-0.087069996,-0.023340002,16.124,Financial Services,Asset Management,3,2,3,0,0,0
STBA,1271588352,0.0,0.01367,,Financial Services,Banks - Regional,3,2,3,0,0,0
STFS,11153700,0.0,0.17282,23.84,Communication Services,Advertising Agencies,3,2,3,0,0,0
STHO,85378632,-0.04809,-0.00956,63.317,Real Estate,Real Estate Services,3,2,3,0,0,0
STI,12448984,0.0,-1.35737,,Industrials,Electrical Equipment & Parts,2,2,3,0,0,0
STKH,2513472,0.0,-0.56931996,60.662,Consumer Defensive,Packaged Foods,3,2,3,0,0,0
STIM,248120656,-0.42703,-0.16535999,259.845,Healthcare,Diagnostics & Research,4,2,3,0,0,0
STKL,438361664,0.106759995,0.03815,239.965,Consumer Defensive,Beverages - Non-Alcoholic,3,2,3,0,0,0
STLD,17611397120,0.13808,0.081379995,37.398,Basic Materials,Steel,3,2,3,0,0,0
STKS,88466560,0.10261,0.03427,316.853,Consumer Cyclical,Restaurants,3,2,3,0,0,0
STNE,3011791616,0.50306,0.06902,109.036,Technology,Software - Infrastructure,2,3,3,0,1,0
STOK,352586592,-2.7135801,-0.25348,2.085,Healthcare,Biotechnology,4,2,2,0,0,0
STRA,1939052928,0.16514999,0.04709,7.532,Consumer Defensive,Education & Training Services,3,2,3,0,0,0
STRL,4027515136,0.1576,0.08732,44.68,Industrials,Engineering & Construction,2,2,3,0,0,0
STRM,9804384,-0.32399,-0.12245,1.068,Healthcare,Health Information Services,4,2,1,0,0,0
STRO,47919472,0.0,-0.34742,51.914,Healthcare,Biotechnology,4,2,3,0,0,0
STRT,150617136,0.061950002,0.03491,5.698,Consumer Cyclical,Auto Parts,3,2,3,0,0,0
STTK,43411044,0.0,-0.40074003,4.277,Healthcare,Biotechnology,4,2,3,0,0,0
STRS,144989280,0.03289,-0.0045,70.686,Real Estate,Real Estate - Diversified,3,2,3,0,0,0
STSS,298910,0.0,-0.62992,188.546,Healthcare,Medical Instruments & Supplies,4,2,3,0,0,0
SUGP,9691865,0.07394,0.053260002,5.055,Industrials,Security & Protection Services,2,2,3,0,0,0
SUPN,1734156544,0.21420999,0.028989999,3.309,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,2,0,0,0
SUUN,77263608,0.046040002,-0.00262,122.145,Utilities,Utilities - Renewable,3,2,3,0,0,0
SUNE,93144,-0.10347,-0.09648,156.316,Technology,Solar,2,2,3,0,0,0
SURG,47558792,-0.67081,-0.79252,30.091,Communication Services,Telecom Services,3,2,3,0,0,0
SVA,642436736,,,,,,3,2,3,0,0,0
SVCO,121284256,-0.46394002,-0.19765,6.075,Technology,Software - Application,2,3,3,0,1,0
SVRA,455751104,0.0,-0.32783002,15.66,Healthcare,Biotechnology,4,2,3,0,0,0
SVRE,1502872,0.0,-0.81808,69.718,Technology,Scientific & Technical Instruments,2,2,3,0,0,0
SWAG,18050148,-0.03499,-0.039809998,2.891,Communication Services,Advertising Agencies,3,2,2,0,0,0
SWBI,384143552,0.13185,0.03586,39.855,Industrials,Aerospace & Defense,2,2,3,0,0,0
SWIM,581200512,0.123339996,0.01402,81.269,Industrials,Building Products & Equipment,2,2,3,0,0,0
SWIN,24720000,0.0,-0.80361,12.192,Financial Services,Capital Markets,3,2,3,0,0,0
SWKS,8268478464,0.23843999,0.05251,18.639,Technology,Semiconductors,2,2,3,0,0,0
SWKH,205602000,0.0,0.04047,13.247,Financial Services,Asset Management,3,2,3,0,0,0
SWVL,28210782,-0.44354,-0.25891,,Technology,Software - Application,2,3,3,0,1,0
SXTC,36611756,3.73267,0.18149,65.662,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,3,0,0,0
SXTP,4566021,0.0,-0.89667,3.942,Healthcare,Biotechnology,4,2,2,0,0,0
SY,77736888,-0.026180001,-0.01775,12.247,Healthcare,Health Information Services,4,2,3,0,0,0
SYBT,1883966464,0.0,0.01345,,Financial Services,Banks - Regional,3,2,3,0,0,0
SYM,11779608576,-0.02901,-0.03415,6.285,Industrials,Specialty Industrial Machinery,2,2,3,0,0,0
SYNA,1859795968,0.056950003,-0.014680001,64.014,Technology,Semiconductors,2,2,3,0,0,0
SYRA,2482565,-0.46381,-0.54706,15.705,Healthcare,Medical Care Facilities,4,2,3,0,0,0
SYRE,718866048,0.0,-0.27433002,,Healthcare,Biotechnology,4,2,3,0,0,0
SYT,54252420,0.062459998,0.018170001,303.392,Technology,Software - Application,2,3,3,0,1,0
SYTA,5158249,-1.22645,-0.65551,69.162,Technology,Communication Equipment,2,2,3,0,0,0
TAIT,13065961,0.04697,0.00044,,Technology,Electronics & Computer Distribution,2,2,3,0,0,0
TACT,35786484,-0.05968,-0.04614,13.665,Technology,Computer Hardware,2,2,3,0,0,0
TAOP,2894980,0.08755,0.0271,62.404,Technology,Software - Infrastructure,2,3,3,0,1,0
TANH,2175705,0.03805,0.00736,4.527,Consumer Defensive,Household & Personal Products,3,2,3,0,0,0
TARA,137878128,0.0,-0.23595,2.682,Healthcare,Biotechnology,4,2,2,0,0,0
TASK,1109660544,0.16877002,0.07412,61.418,Technology,Information Technology Services,2,2,3,0,0,0
TARS,1835722880,-0.65232,-0.23458,32.268,Healthcare,Biotechnology,4,2,3,0,0,0
TAYD,100814504,0.23692,0.083859995,,Industrials,Specialty Industrial Machinery,2,2,3,0,0,0
TATT,293749760,0.11491,0.048649997,17.554,Industrials,Aerospace & Defense,2,2,3,0,0,0
TBBK,2064966912,0.0,0.02648,,Financial Services,Banks - Regional,3,2,3,0,0,0
TBCH,220281232,0.12805,0.10122,87.22,Technology,Consumer Electronics,2,1,3,0,0,0
TBH,6648818,0.0,,,Communication Services,Electronic Gaming & Multimedia,3,2,3,0,1,0
TBLA,911576448,0.0701,0.00945,17.197,Communication Services,Internet Content & Information,3,2,3,0,0,0
TBMC,50975028,0.0,-0.028239999,,Financial Services,Shell Companies,3,2,3,0,0,0
TBNK,66370192,0.0,-0.00195,,Financial Services,Banks - Regional,3,2,3,0,0,0
TBPH,415058336,-0.63258,-0.07206,28.38,Healthcare,Biotechnology,4,2,3,0,0,0
TC,1993309,0.0,-0.65669996,,Communication Services,Advertising Agencies,3,2,3,0,0,0
TBRG,366858304,0.104849994,0.0334,103.628,Healthcare,Health Information Services,4,2,3,0,0,0
TCBK,1183637376,0.0,0.011729999,,Financial Services,Banks - Regional,3,2,3,0,0,0
TCBS,45724800,0.0,-0.00291,,Financial Services,Banks - Regional,3,2,3,0,0,0
TCMD,317121696,0.09889,0.047859997,20.827,Healthcare,Medical Devices,4,2,3,0,0,0
TCOM,35902771200,0.28129,0.03838,27.967,Consumer Cyclical,Travel Services,3,2,3,0,0,0
TCRT,4579575,0.0,-0.40327,,Healthcare,Biotechnology,4,2,3,0,0,0
TCTM,4920459,0.01551,-0.01322,,Consumer Defensive,Education & Training Services,3,2,3,0,0,0
TDTH,15613556,0.0,-0.50503,429.182,Technology,Information Technology Services,2,2,3,0,0,0
TDUP,383443488,-0.08957,-0.12055001,104.51,Consumer Cyclical,Internet Retail,3,1,3,0,0,0
TEAM,51883859968,-0.00959,-0.01751,102.048,Technology,Software - Application,2,3,3,0,1,0
TECH,7787414528,0.2588,0.05683,19.01,Healthcare,Biotechnology,4,2,3,0,0,0
TELA,37178032,-0.58706003,-0.3166,151.307,Healthcare,Medical Devices,4,2,3,0,0,0
TELO,78871160,0.0,-2.5095599,14.53,Healthcare,Biotechnology,4,2,3,0,0,0
TENB,3954326528,0.03817,0.00043000001,105.59,Technology,Software - Infrastructure,2,3,3,0,1,0
TEM,6971499520,-0.94284,-0.57964003,830.853,Healthcare,Health Information Services,4,2,3,0,0,0
TERN,186816880,0.0,-0.20134,0.389,Healthcare,Biotechnology,4,2,1,0,0,0
TFSL,3293772288,0.0,0.00477,,Financial Services,Banks - Regional,3,2,3,0,0,0
TFIN,1156728576,0.0,0.00285,,Financial Services,Banks - Regional,3,2,3,0,0,0
TGL,2055138,-1.85825,-0.23723,0.039,Technology,Software - Application,2,3,1,0,1,0
THCH,71448952,-0.12189,-0.10132,,Consumer Cyclical,Restaurants,3,2,3,0,0,0
TH,664024064,0.48231,0.09977999,49.787,Industrials,Specialty Business Services,2,2,3,0,0,0
THFF,511715584,0.0,0.00908,,Financial Services,Banks - Regional,3,2,3,0,0,0
THRD,156510528,0.0,-0.12858,1.125,Healthcare,Biotechnology,4,2,1,0,0,0
TIGO,4625164800,0.39938,0.056989998,191.998,Communication Services,Telecom Services,3,2,3,0,0,0
THRM,721884032,0.12059,0.06176,42.916,Consumer Cyclical,Auto Parts,3,2,3,0,0,0
THRY,489659712,0.11707,0.06236,149.803,Communication Services,Internet Content & Information,3,2,3,0,0,0
TILE,1103002496,0.13497,0.06928,80.057,Consumer Cyclical,"Furnishings, Fixtures & Appliances",3,2,3,0,0,0
TIVC,2725785,0.0,-0.88852996,,Healthcare,Medical Devices,4,2,3,0,0,0
TIL,92537120,0.0,-0.1272,51.28,Healthcare,Biotechnology,4,2,3,0,0,0
TIPT,807618624,0.101169996,0.02135,79.169,Financial Services,Insurance - Specialty,3,2,3,0,0,0
TITN,360728160,0.016449999,0.0019200001,155.635,Industrials,Industrial Distribution,2,2,3,0,0,0
TKLF,12834941,0.04463,0.0377,182.514,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
TLF,23279780,0.02434,0.0053399997,18.837,Consumer Cyclical,Specialty Retail,3,1,3,0,0,0
TLN,8937669632,0.31259,0.02145,216.583,Utilities,Utilities - Independent Power Producers,3,2,3,0,0,0
TLS,176693664,-0.37183997,-0.14930001,7.98,Technology,Software - Infrastructure,2,3,3,0,1,0
TLRY,503821152,0.03777,-0.01454,10.823,Healthcare,Drug Manufacturers - Specialty & Generic,4,2,3,0,0,0
TLSA,91141440,0.0,-0.69582003,9.65,Healthcare,Biotechnology,4,2,3,0,0,0
TMCI,436071840,-0.23031001,-0.14828,61.699,Healthcare,Medical Devices,4,2,3,0,0,0
TLSI,173600128,-1.20384,-0.90966004,,Healthcare,Medical Devices,4,2,3,0,0,0
TMC,872812480,0.0,-0.77038,,Basic Materials,Other Industrial Metals & Mining,3,2,3,0,0,0
TMUS,292422451200,0.38182,0.05461,186.194,Communication Services,Telecom Services,3,2,3,0,0,0
TNDM,1134238720,-0.08777001,-0.06453,181.82,Healthcare,Medical Devices,4,2,3,0,0,0
TNFA,709430,0.0,-0.31012,0.107,Healthcare,Biotechnology,4,2,1,0,0,0
TNMG,12336936,,,,,,3,2,3,0,0,0
TNXP,118986280,0.0,-0.30622998,5.818,Healthcare,Biotechnology,4,2,3,0,0,0
TNON,5475168,0.0,-1.0629799,7.168,Healthcare,Medical Devices,4,2,3,0,0,0
TNYA,71536520,0.0,-0.49898997,14.655,Healthcare,Biotechnology,4,2,3,0,0,0
TOMZ,13810488,-0.22067,-0.10784,41.027,Industrials,Pollution & Treatment Controls,2,2,3,0,0,0
TOI,148313888,-0.13683,-0.19674,3434.188,Healthcare,Medical Care Facilities,4,2,3,0,0,0
TOP,41304616,0.0,-0.05953,0.66,Financial Services,Capital Markets,3,2,1,0,0,0
TORO,37424044,0.49875,0.06921,,Industrials,Marine Shipping,2,2,3,0,0,0
TOWN,2319064064,0.0,0.00955,,Financial Services,Banks - Regional,3,2,3,0,0,0
TPCS,20871044,-0.00931,-0.039690003,133.228,Industrials,Metal Fabrication,2,2,3,0,0,0
TOYO,128138176,0.25166,,165.988,Technology,Solar,2,2,3,0,0,0
TPIC,36230524,-0.0376,-0.06727,,Industrials,Specialty Industrial Machinery,2,2,3,0,0,0
TPST,20629076,0.0,-0.56431,80.336,Healthcare,Biotechnology,4,2,3,0,0,0
TPG,16182830080,0.04133,0.00058,44.079,Financial Services,Asset Management,3,2,3,0,0,0
TRDA,295117600,0.24093,0.05903,13.812,Healthcare,Biotechnology,4,2,3,0,0,0
TREE,566415360,0.06623,0.03895,499.988,Financial Services,Financial Conglomerates,3,2,3,0,0,0
TRI,75342258176,0.28093,0.06361,25.795,Industrials,Specialty Business Services,2,2,3,0,0,0
TRMB,14265767936,0.19336,0.03155,26.352,Technology,Scientific & Technical Instruments,2,2,3,0,0,0
TRIB,10748696,-0.14628,-0.08189,,Healthcare,Medical Devices,4,2,3,0,0,0
TRMD,1490027008,0.51097,0.11978,59.104,Energy,Oil & Gas Midstream,4,2,3,0,0,0
TRIP,1605970048,0.081199996,0.03016,95.758,Consumer Cyclical,Travel Services,3,2,3,0,0,0
TRML,310793344,0.0,-0.21599,0.081,Healthcare,Biotechnology,4,2,1,0,0,0
TROO,59124004,-0.00898,-0.018070001,26.588,Technology,Software - Application,2,3,3,0,1,0
TRNS,719063424,0.13496,0.03765,23.487,Industrials,Industrial Distribution,2,2,3,0,0,0
TRS,846086848,0.12788,0.025020001,66.801,Consumer Cyclical,Packaging & Containers,3,2,3,0,0,0
TRUE,126898496,-0.16742,-0.10277,9.546,Communication Services,Internet Content & Information,3,2,3,0,0,0
TRSG,26819740,0.02276,0.00104,20.312,Industrials,Metal Fabrication,2,2,3,0,0,0
